,tweet
388,"@KetanJ0 @octopus_energy HR are not your friend and they never will be.  
Never lie to IT, it pisses them off and wastes their time, own your mistake.  A small embarrassment is better than a pissed off IT person."
389,@g__j @Steward_T @ofgem @octopus_energy That reminds me - need to submit my meter reading then I can play the Wheel of Fortune #OctopusEnergy
390,"@Lisa39388816 @octopus_energy @BBCNews Hello Lisa- I've tweeted this loads but you may have missed. We've got awesome team member with HR title via acquisition, and fab recruiters, trainers etc. But no HR dept, no HR Director, no HR function. I lead on it because people are so impt and expect managers to do same."
391,"@tsbennett @dougalshawBBC @octopus_energy Hi Tom.. we have a great guy with HR title via an acquisition, and some awesome recruiters and trainers, and a brilliant psychologist. The key is no HR department, HR Director, etc. People are top priority which is why I lead on it and expect managers to do same"
392,@octopus_energy @g__j @BBCNews I am sure Peter may beg to differ 🤣 https://t.co/9sAbuZc6nF
393,"@g__j @VoodooRida @octopus_energy Thanks Greg, live In a family of 5 in TW3, west London. Would arguably have to be on the plan that uses the most electricity, currently on a rate of topping up £6 per day which is far too much.."
394,@Steward_T @ofgem Yeah... it’s shown why @octopus_energy’s agile tariff cap is so important....
395,"@octopus_energy @g__j @BBCNews Sounds like a great place to work, any jobs available?"
396,@LennyHennry14 @VoodooRida @octopus_energy Hello... sadly we don’t have any unlimited plans. So monthly cost varies with usage on all plans...
397,@VoodooRida @octopus_energy @g__j Is the electricity unlimited in the fixed rate/plan of £67 p/m ?
398,"@g__j @matt303 @IRAndyB @octopus_energy @BBCNews Interesting - How do you deal with the problem of resource management? i.e. when you need new computers or software, does each manager procure their own for their team?"
399,@GrantAThomas @octopus_energy @kay_rupert Apparently there’s a chap in the US who may have cracked the Interface to the Tesla servers. See  https://t.co/seiewoshMG it’s just running a Cron job but may work with the other software. Think it’s GW2 only and may see if it works
400,"@octopus_energy @edent @g__j All sorted, thanks Terence!"
401,@GrantAThomas @Tesla @octopus_energy @kay_rupert I’ve been manually adjusting this all winter. A simple schedule/ tariff threshold and API interface is all that’s needed and my sleep patterns will be much improved
402,@KetanJ0 @octopus_energy Always the least helpful people in my experience
403,@tresdessert @KetanJ0 @octopus_energy What if it's the manager that is involved in the bullying or contract dispute?
404,@octopus_energy I’ve just submitted both my meter readings then accidentally went off the page (on the app) for my free spin! How do I go back to this??
405,@KetanJ0 @octopus_energy I would never work for a company with no HR.
406,@KetanJ0 @octopus_energy IT does make me more productive. My whole job is dependent on the IT infrastructure.
407,"@KetanJ0 @TheWrongNoel @octopus_energy Admitting that you don't have any IT department is like an invitation to all threat actors.
https://t.co/0KFY6kInIL"
408,@g__j @dougalshawBBC @octopus_energy Civil? This is disrespectful to the HR people who work for you and keep your business running!
409,"According to @octopus_energy CEO Greg Jackson, ""HR and IT departments don't make employees happier or more productive"". We recruit talent and we need to let that talent thrive. #HR #TalentManagement #HumanResources #Culture #Management #Leadership
https://t.co/2UKa2mdqXy"
410,@KetanJ0 @octopus_energy Until you get raped at work and there’s no HR department to go to...
411,@KetanJ0 @octopus_energy Did she want the hug though
412,"@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Over here at #hammersmithbridge, we’d like a clear road map to get us out of the mess that political infighting has created around the funding of the repairs. @LBHF are responsible for this bridge, please tell us when we will be able to cross the Thames by foot again."
413,"@matt303 @IRAndyB @octopus_energy @BBCNews Hey Matt! Yes.. CoFounder CTO leads it personally and is passionate. We have great security people too. But we don't have traditional desktop support function. Cloud based platforms enable that. Interestingly, a co. we acquired with tradl set up had far more issues. Great debate"
414,"If there's one thing I'd like my smart (but it's really a dumb charger) from @Pod_Point to do would be the ability to actually set charging times i.e. start and stop times on the app. A bonus would be to work with @octopus_energy API for Agile, I can dream."
415,"@KetanJ0 @octopus_energy So, uh, who trains people on this then https://t.co/MD7jkq0pZr"
416,"This isn't true he has a HRBP and recruitment team!!!
@octopus_energy
CEO Secrets: 'My billion pound company has no HR department' https://t.co/0X5la3nhUZ"
417,"Oh wow - @octopus_energy doesn't have a HR department. ""HR and IT departments don't make employees happier or more productive in his experience, he says"" - more of this, please 

https://t.co/T3ClJw3362"
418,"@g__j @IRAndyB @octopus_energy @BBCNews But you must have employees who's roles are IT focused and these must work together across departments to make sure everything works across the company, so you've got IT it's just distributed."
419,"@IRAndyB @matt303 @octopus_energy @BBCNews Totally! As I say in the interview... it's done by managers, making more fulfilling rounded jobs..."
420,"@matt303 @octopus_energy @g__j @BBCNews Just because they don't have a team xalled ""IT/HR department"" doesn't mean they don't have one. It still needs doing, if it walks like a duck....."
421,"@octopus_energy's approach to HR is interesting, but I can _sort_ of see the logic.

Not having an IT dept though, does raise the question of how they handle implementing *and enforcing* policies relating to the flow of customer data within the business

https://t.co/arlvIFhn0x"
422,"@genius_learning @dougalshawBBC @octopus_energy Let's stay civil! As per my earlier tweets, we did indeed get a fab person with an HR title in an acquisition. We do have awesome recruiters. That L&amp;D is in field sales training. As per the article, we have no HR Department, no HR Director..."
423,@njpnoway @LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot It does seem disingenuous for @lbhf to make such statements while ignoring the public outcry for 12 months over the failure of our main “infrastructure hubs” @hammersmithbridge which is costing people their livelihoods and cutting off schools from their pupils.
424,@octopus_energy Live to have one hawk that is but think that put me off is the poop
425,"@octopus_energy @g__j @BBCNews If you don't have an IT department who designs, rolls out and maintains all your information technology infrastructure and manages its and customer information security?"
426,"I’m pretty hot on changing providers when better deals come along and have done so many times. I have to say, the switch to @octopus_energy was by far the smoothest and efficient service I’ve seen to date. Great company 👍🏻 https://t.co/aSpEMb3UFQ"
427,"@dougalshawBBC @g__j @octopus_energy Not true though. Octopus has HR Business Partners, HR admin, recruitment and L&amp;D and are advertising on their website for a Talent Acquisition Sourcer and Learning and Development Specialist. So this is rubbish. He's pretending to be a disruptor."
428,"@dougalshawBBC @g__j @octopus_energy Not true though. Octopus has HR Business Partners, HR admin, recruitment and L&amp;D and are advertising on their website for a Talent Acquisition Sourcer and Learning and Development Specialist. So this is rubbish. He's pretending to be a disruptor."
429,"This 👇 company has proper emotionally intelligent leaders

Other companies should take note , employees generate profit, less treating them as a number or a quota to fill, you'd be surprised what you can get out of them 

Value is everything

@octopus_energy 👏👏 https://t.co/ErLYZGchBU"
430,@octopus_energy @g__j @BBCNews I love Octopus more and more every day. The industry needs to take note.
431,@octopus_energy @g__j @BBCNews *your
432,"@R302 @octopus_energy @BBCNews Yep. Spot on dude. 

I spent too many hours responding to RFPs, when a decent series of honest conversations over a week or two, and taking the client to other clients, and getting them to meet the team, would have saved a bunch of time and money."
433,"@bentleystweet @octopus_energy My CEO secrets are secret 😉 
@GreenSquareAC"
434,@octopus_energy @g__j @BBCNews I’ve always found tour c/S to be excellent don’t ever loose that
435,@court_college @LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Agreed - you can’t have or even talk about an industrial strategy with the biggest connector and transport hub broken
436,"@octopus_energy #gregjackson Interesting article on the BBC, highlights issues in large companies and traditional methods of management that I’ve found to be totally outdated and useless. Respect."
437,"@oliverwinton @simonnread @PhilipMarshall1 @octopus_energy @eugenecostello Yep absolutely.
I worked at a large place that was decimated by wannacry.
Had all the latest kit and anti virus. Wiped out the whole lot, bar mainframe and databases
Hell of a job to rebuild even basic functions"
438,"I didn’t think I could actually care who my energy supplier was - I mean it’s all the same isn’t it?
No - @octopus_energy are truly here to stay for us. 🐙 https://t.co/4EM9e51Pd5"
439,"@simonnread @FelicityHannah @eugenecostello @octopus_energy Where's the audit trail? I should be able to see everything that happens to my account. Things, especially two charges of £4000, shouldn't just disappear"
440,"@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Since you can’t even fix #HammersmithBridge, I hope you have nothing to do with this utopia that you herald or I will never happen #HammersmithAndFailure"
441,"@octopus_energy @g__j @BBCNews I'll be in touch if my employer ever ditches me and you need some software QA talent 😜🐙
The proof of this approach in clear in any interactions with your good selves. Always helpful, always personal (never cookie-cutter ""playing it safe"" responses), &amp; that makes good business!"
442,"@EwanToo @quentynblog @swardley @octopus_energy That said, I'm also highly sceptical of no IT dept. claims, particularly given that their Agile tariff comes with a real-time pricing API. Though I'm guessing that might adopt a ""serverless"" architecture too, so there are — ahem — no servers involved either."
443,@RussianGrainTra @octopus_energy what are your ceo secrets switter?
444,"@simonnread @FelicityHannah @eugenecostello @octopus_energy It's gone now, as if it never existed. Again"
445,@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot I'd like a clear route map over the Thames at #hammersmithbridge to come and see this industrial hub utopia please.
446,"Could not agree more, I love what you're doing. @octopus_energy 
https://t.co/3vSeYajfeT"
447,"@Bust3d00 @simonnread @PhilipMarshall1 @octopus_energy @eugenecostello Through a bad-guy lens, seems like an excellent target for ransomware"
448,"@EwanToo @quentynblog @swardley Ah, so @octopus_energy not having an IT department might explain why they've now *twice* booked us in for a smart meter install, only for it then to be cancelled and without notifying us at all."
449,"@dougalshawBBC @g__j @octopus_energy Odd that they're hiring both HR and IT roles when those departments apparently don't exist.

https://t.co/fUH0YlKLV2

https://t.co/E8R6iimKkq"
450,@chrishudson08 @dougalshawBBC @g__j @octopus_energy Seconded on the logo! 🐙
451,"@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Yet again, responses are heavily focused on #hammersmithbridge. Does that give you a clue about what matters to people right now in the area you are elected to represent @stephencowan? Or do you really not care?"
452,"@octopus_energy Define “really soon” please.
Clearly our case has languished in the “too difficult pile” for months, not for want of us trying to get it raised. Must we resort to Twitter to raise issues? Alex said weeks ago it was being raised to senior mgt but still nothing."
453,"CEO Secrets 🤐 🤫 : 'My billion pound company has no HR department' 🤫 🙌
Wise words from this Hands-On &amp; humble CEO 🧑‍💼 ✋🐙🤚@octopus_energy https://t.co/ouRvTMVqJ4"
454,"@dougalshawBBC @g__j @octopus_energy I’d like to know the lady’s perception of the interaction she had with CEO Octopus at the manufacturing company in N London 
As for no HR who does an employee speak to with a complaint against a manager for example of bullying or sexual harassment?"
455,I find it very hard to believe that @octopus_energy which is an information technology company handling sensitive customer information doesn't have an IT department even if they call it something else.
456,"@WelshBluebird @dougalshawBBC @g__j @octopus_energy Conversely I've never, ever, worked somewhat where I felt the HR department would offer me any help or support whatsoever. In purely my experience I have found HR teams to be obsessed with petty minded bureaucracy often at the expense of employee well-being."
457,@octopus_energy hi I now have a Chameleon in home display but it says connection lost any ideas how to get it connected? https://t.co/iXAVQ5Yhr3
458,"@oliverwinton @simonnread @PhilipMarshall1 @octopus_energy @eugenecostello Sounds like your typical director who believes It is simple and can be farmed out to the cheapest bid...
Untill ....."
459,@octopus_energy U raised my bill 50% not even a call 🙄 my bad I haven’t submitted readings for some time! My gas meter is faulty makes me wonder where you got your info 🧐 now not returning emails about faulty meter? It’s all a bit 💩! https://t.co/HlV88v3KhP
460,"This is true collateral damage of an oil driven world, and why we, @Tesla, @elonmusk  @myenergiuk @DeegeSolar @octopus_energy and SO many more are trying so hard to shift towards sustainability immediately!♻️💔 https://t.co/Hu4s6L0Fxb"
461,"@ariadneassoc @octopus_energy Of course HR activity happens through line managers, as does IT one of the other areas mentioned, but it simply becomes a hidden cost. You have line managers who are not experts in specialist subjects devoting time to them and potentially detracting from their 'day jobs'."
462,@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Worry less about the thought-leadership strategy &amp; pls focus on fixing #hammersmithbridge ASAP
463,"@court_college @LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot @PutneyFleur @hammersmithandy And while you're at it, let's see the engineers #hammersmithbridge report from the 1990's that told the council that the seized pedestal bearings weren't important and didn't need action."
464,"Would cutting bereaucracy such as having no HR and IT departments, like at @octopus_energy make businesses more efficient? https://t.co/6a20ksThsH"
465,@dougalshawBBC @g__j @octopus_energy He's rather gorgeous isn't he? 😍🐙
466,"@octopus_energy Great, thank you very much!"
467,"@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Why is everything called a ""hub"" these days by councillors? Lets have a transport ""bridge hub"" across the Thames into Barnes. lets call this ""hub"" a bridge. Roll eyes."
468,"@octopus_energy @g__j Please do!. To me, good customer service is as important as pricing....maybe moreso! Hence the reason I made the switch. So far, so good. 😁"
469,@LBHF @londoncouncils @StephenCowan @octopus_energy @HelloUpstream @imperialcollege @caffeinepartner @blenheimchalcot Really? @stephenCowan can live up to labour principals of open government and issue the report that closed #hammersmithbridge then furnish us with how he would like it restored and financed? We have all asked over 12 months. @PutneyFleur @hammersmithandy
470,CEO Secrets: 'My billion pound company has no HR department' https://t.co/tsNrFdgfgF @g__j @octopus_energy what a article... more companies should learn
471,"@sunathanlater @dougalshawBBC @g__j @octopus_energy My energy supplier - quick, personalised responses to queries, green energy, bright pink octopus logo - what's not to like!!!"
472,"@octopus_energy Hi there, I've been charged £212 for a month's supply of energy as a parting gift, and seem to be going in circles with the customer service team. AccNo A-11556331."
473,@dougalshawBBC @g__j @octopus_energy Really?  Seems to have a few listed in LinkedIn https://t.co/3vUa6SlpVB
474,"@Bust3d00 @simonnread @PhilipMarshall1 @octopus_energy @eugenecostello I can kind of understand the lack of HR dept, but no IT?! Sounds like an absolute nightmare"
475,"@DaleVince Is having an @ElecHighway that actually works ""pushing the boundaries"" Because it seems to be a step too far for you! Why not just sell it to someone that really wants it too prosper? Like @octopus_energy @g__j"
476,Power to the people. Really interesting views on employee #empowerment #motivation #productivityhabits #efficiency from @octopus_energy founder and CEO Greg Jackson - https://t.co/mKDutwKBIB #businessandmanagement #leadership
477,@dougalshawBBC @g__j @octopus_energy I saw the Octopus Energy one earlier! Great feature. Greg seems like a character
478,"@simonnread @FelicityHannah @eugenecostello @octopus_energy They couldn't see the first one, so I had to point out that there were DM's from them apologising for the charge and confirming it had been removed."
479,"@m7leicauser @octopus_energy @dougalshawBBC @BBCNews I'm sure there's backups somewhere on memory sticks down the back of his desk somewhere.
Cut costs, cut standards"
480,"@PhilipMarshall1 @G_J @octopus_energy It's been escalated, Philip. Will let Maddie take over to fix this!"
481,Credit where its due....massive thanks to the team @octopus_energy for resolving my issue of non working IHD &amp; uncommunicative smart meters. Particularly Gareth J on twitter customer help &amp; the lovely Emily who called a couple of times to check all was OK. Top team! @g__j
482,"@octopus_energy hey, called, emailed, no response! gone from happy customer to pretty annoyed!!!"
483,@simonnread @PhilipMarshall1 @octopus_energy @eugenecostello Just read on BBC they don't have an IT department. So ..
484,@eugenecostello @G_J @octopus_energy I'm the Philip Marshall who has had £4000 applied to my account twice and already has a long running DM conversations with Marti and Helen from customer services.
485,@FelicityHannah @eugenecostello @PhilipMarshall1 @octopus_energy And this is the second time!
486,"@PhilipMarshall1 @G_J @octopus_energy Hi Philip. It seems there are a lot of Philip Marshalls! Can you send a DM to @octopus_energy with your account details? We are taking this very seriously, and a director has asked for you to do this. Or you can email me – eugenecostellojourno AT gmail DOT com 🙏"
487,@eugenecostello @G_J @octopus_energy Thanks
488,"@simonnread @octopus_energy @eugenecostello Dunno. I'd be happy to go and take a look, what with 30 years fixing nonsense like this. Rates to be advised"
489,@eugenecostello @simonnread @PhilipMarshall1 @octopus_energy 4 THOUSAND pounds?! I don't think I've heard of one quite this bad before
490,"@PhilipMarshall1 @G_J @octopus_energy Of course. I am trying to help, Philip. Can you give me a few minutes? Best, Eugene"
491,@simonnread @PhilipMarshall1 @octopus_energy Hi Si and Philip. I've escalated it. Can you give me a little while to try to get under the hood?
492,"@eugenecostello @G_J @octopus_energy ""Other people's experiences"" don't mean much at the moment"
493,"@octopus_energy @chloehornn1 Hey @octopus_energy 

Thanks for taking this seriously! 👏Can you confirm you will be removing your ads from here?

Please will you also add these sites to your exclusion lists?https://t.co/MjSiJrOt5B"
494,@PhilipMarshall1 @octopus_energy @eugenecostello This is ridiculous. What's wrong with their systems?
495,"@octopus_energy Interesting. The CEO’s equipping and empowerment of line managers is positive. However, employees need an HR colleague to go to with issues they may not feel comfortable talking to their line manager about. https://t.co/dZfkUzpeQR"
496,"@PhilipMarshall1 @G_J It does seem gremlins are picking on you! With 91% rating Octopus excellent (96 if you include great), this is outside most people's experience. I am the in-house journalist for @octopus_energy and can barely change a lightbulb, but I will flag this up to someone who can help 🙏"
497,"@WorldofGoodBook @octopus_energy I'm in favour of people being able to solve problems without HR getting involved (adult-adult mindsets). But you need some level of HR function, even if it's to manage the employment process (especially for a company with over 1k people. 

Outsourcing HR still counts as using it."
498,"It's happened again. £4000 has been charged to our account taking us deep into arrears. I've taken a screen shot this time, so they can't disappear it. I am absolutely sick and tired of having to chase @octopus_energy. @simonnread @eugenecostello https://t.co/0tuhGhnPVO https://t.co/99UqyMgyVV"
499,"How can @octopus_energy keep my personal information safe and maintain data security without an IT department?

Very worried brand new customer here.

https://t.co/pUGqm2tbrb

@dougalshawBBC 

@BBCNews"
